Município,Menor 1 ano,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Idade ignorada,Total
317057 Vargem Alegre,-,-,-,-,-,-,-,-,-,1,-,-,-,1
317070 Varginha,-,-,-,-,1,4,5,2,-,-,-,-,-,12
317080 Várzea da Palma,-,-,-,-,2,8,3,-,1,-,-,-,-,14
317090 Varzelândia,-,-,-,-,-,-,-,-,-,-,1,-,-,1
317103 Verdelândia,-,-,-,-,-,1,1,2,1,-,-,-,-,5
317110 Veríssimo,-,-,-,-,-,-,-,1,-,-,-,-,-,1
317120 Vespasiano,-,-,-,-,5,8,6,-,1,1,1,-,-,22
317130 Viçosa,-,-,-,-,9,25,12,4,-,1,-,-,-,51
317140 Vieiras,-,-,-,-,-,1,-,-,-,-,-,-,-,1
317160 Virgem da Lapa,-,-,-,-,-,1,-,1,-,-,-,-,-,2
317180 Virginópolis,-,-,-,-,-,1,2,1,-,-,-,-,-,4
317190 Virgolândia,-,-,-,-,-,1,1,1,-,-,1,-,-,4
317200 Visconde do Rio Branco,-,-,-,-,2,7,-,2,2,-,-,-,-,13
320010 Afonso Cláudio,-,-,-,-,-,3,-,1,1,1,-,-,-,6
320016 Água Doce do Norte,-,-,-,-,-,-,2,-,-,-,-,-,-,2
320020 Alegre,-,-,-,-,-,-,-,-,-,-,1,-,-,1
320035 Alto Rio Novo,-,-,-,-,-,1,-,1,-,-,1,-,-,3
320040 Anchieta,-,-,-,-,-,3,1,-,1,-,-,-,-,5
320060 Aracruz,-,-,-,-,12,8,9,9,2,2,1,-,-,43
320070 Atilio Vivacqua,-,-,-,-,1,-,-,-,-,-,-,-,-,1
320080 Baixo Guandu,-,-,-,-,-,4,3,1,-,-,2,-,-,10
320090 Barra de São Francisco,-,-,-,-,-,5,1,5,2,1,2,-,-,16
320100 Boa Esperança,-,-,-,-,1,1,2,-,1,-,-,-,-,5
320115 Brejetuba,-,-,-,-,1,-,-,-,-,-,-,-,-,1
320120 Cachoeiro de Itapemirim,-,1,-,-,11,15,12,2,6,2,-,-,-,49
320130 Cariacica,-,-,-,3,58,64,32,16,6,1,-,2,-,182
320140 Castelo,-,-,-,-,-,-,1,2,-,-,-,-,-,3
320150 Colatina,-,-,-,-,6,18,7,13,2,2,1,-,-,49
320160 Conceição da Barra,-,-,-,-,2,7,1,2,2,-,-,-,-,14
320170 Conceição do Castelo,-,-,-,-,-,1,1,-,-,-,-,-,-,2
320190 Domingos Martins,-,-,-,-,-,2,2,-,-,-,-,-,-,4
320200 Dores do Rio Preto,-,-,-,-,-,-,-,-,1,-,-,-,-,1
320210 Ecoporanga,-,-,-,-,-,1,2,1,-,-,-,-,-,4
320220 Fundão,-,-,-,1,2,7,2,1,1,1,-,-,-,15
320225 Governador Lindenberg,-,-,-,-,-,-,2,-,-,-,-,-,-,2
320230 Guaçuí,-,-,-,-,-,1,1,1,-,1,-,-,-,4
320240 Guarapari,-,-,1,-,8,15,7,3,3,2,-,-,-,39
320245 Ibatiba,-,-,-,-,-,3,4,1,1,-,-,-,-,9
320250 Ibiraçu,-,-,-,-,3,1,1,2,-,-,-,-,-,7
320260 Iconha,-,-,-,-,-,-,1,-,-,-,-,-,-,1
320265 Irupi,-,-,-,-,-,-,-,1,-,-,-,-,-,1
320270 Itaguaçu,-,-,-,-,-,1,-,-,2,-,-,1,-,4
320280 Itapemirim,-,-,-,-,-,2,4,2,2,1,-,-,-,11
320290 Itarana,-,-,-,-,-,1,1,-,-,-,-,-,-,2
320300 Iúna,-,-,-,-,1,2,1,2,-,-,-,-,-,6
320305 Jaguaré,-,-,-,-,3,9,6,3,2,-,-,-,-,23
320310 Jerônimo Monteiro,-,-,-,-,-,1,-,-,-,-,-,-,-,1
320313 João Neiva,-,-,-,-,-,2,-,1,1,-,-,-,-,4
320316 Laranja da Terra,-,-,-,-,-,-,-,-,-,1,-,-,-,1
320320 Linhares,-,-,-,2,22,31,15,6,3,2,1,-,-,82
320330 Mantenópolis,-,-,-,-,-,1,3,2,-,1,-,-,-,7
320332 Marataízes,-,-,-,-,1,2,1,2,-,-,-,-,-,6
320335 Marilândia,-,-,-,-,1,1,-,-,-,-,-,-,-,2
320340 Mimoso do Sul,-,-,-,-,-,1,1,1,-,-,1,1,-,5
320350 Montanha,-,-,-,-,1,1,2,-,-,1,-,-,-,5
320360 Mucurici,-,-,-,-,-,-,1,-,-,-,-,1,-,2
320370 Muniz Freire,-,-,-,-,-,2,2,-,-,-,-,-,-,4
320390 Nova Venécia,-,-,-,1,6,6,4,1,2,1,-,-,-,21
320400 Pancas,-,-,-,-,1,2,-,1,-,-,-,-,-,4
320405 Pedro Canário,-,-,-,-,2,1,1,2,1,1,-,-,-,8
320410 Pinheiros,-,-,-,-,1,4,3,3,-,-,-,-,-,11
320420 Piúma,-,-,-,1,1,-,2,-,-,-,-,-,-,4
320430 Presidente Kennedy,-,-,-,-,-,-,3,2,1,-,-,-,-,6
320435 Rio Bananal,-,-,-,-,-,-,2,1,2,-,-,-,-,5
320440 Rio Novo do Sul,-,-,-,-,1,-,1,1,1,-,-,-,-,4
320450 Santa Leopoldina,-,-,-,-,-,-,1,-,-,1,-,-,-,2
320455 Santa Maria de Jetibá,-,-,-,-,1,1,-,-,1,1,-,-,-,4
320460 Santa Teresa,-,-,-,-,-,1,1,1,-,-,-,-,-,3
320465 São Domingos do Norte,-,-,-,-,-,-,1,-,-,-,-,-,-,1
320470 São Gabriel da Palha,-,-,-,-,3,4,4,2,-,-,-,-,-,13
320480 São José do Calçado,-,-,-,-,-,-,-,1,-,-,-,-,-,1
320490 São Mateus,-,-,-,2,12,27,19,6,6,1,1,-,-,74
320495 São Roque do Canaã,-,-,-,-,-,-,-,-,1,-,-,-,-,1
320500 Serra,1,-,-,7,68,138,69,25,15,8,2,2,2,337
320501 Sooretama,-,-,-,-,5,8,4,1,-,1,-,-,-,19
320503 Vargem Alta,-,-,-,-,-,1,2,1,-,-,1,-,-,5
320506 Venda Nova do Imigrante,-,1,-,-,-,-,1,1,-,-,1,-,-,4
320510 Viana,-,-,-,-,4,14,2,3,2,1,-,-,-,26
320517 Vila Valério,-,-,-,1,2,5,2,-,1,-,-,-,-,11
320520 Vila Velha,-,-,-,2,34,65,40,15,16,1,-,-,-,173
320530 Vitória,1,2,-,-,34,49,25,13,7,3,3,3,-,140
330010 Angra dos Reis,-,1,-,2,20,48,29,8,11,1,-,1,6,127
330015 Aperibé,-,-,-,-,-,-,1,-,-,-,-,-,-,1
330020 Araruama,-,-,-,1,15,19,14,11,7,1,1,-,5,74
330023 Armação dos Búzios,-,-,-,-,5,7,4,3,2,1,-,-,2,24
330025 Arraial do Cabo,-,-,-,-,2,8,6,4,-,-,-,-,2,22
330030 Barra do Piraí,-,-,-,-,8,8,9,4,3,1,-,-,2,35
330040 Barra Mansa,-,-,-,-,11,18,13,5,-,1,-,-,2,50
330045 Belford Roxo,-,-,-,5,36,65,35,20,10,2,2,-,21,196
330050 Bom Jardim,-,-,-,-,1,-,1,-,-,-,-,-,-,2
330060 Bom Jesus do Itabapoana,-,-,-,-,2,-,-,-,-,-,-,-,-,2
330070 Cabo Frio,-,-,-,1,18,48,30,10,6,1,1,-,11,126
330080 Cachoeiras de Macacu,-,-,-,-,2,9,5,-,1,-,1,-,-,18
330100 Campos dos Goytacazes,-,-,-,3,32,68,41,28,6,7,2,-,-,187
330110 Cantagalo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
330093 Carapebus,-,-,-,-,-,4,2,1,-,-,-,-,-,7
330120 Carmo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
330130 Casimiro de Abreu,-,-,-,-,4,3,2,-,2,1,-,-,-,12
330095 Comendador Levy Gasparian,-,-,-,-,-,-,1,-,1,-,-,-,-,2
330140 Conceição de Macabu,-,-,-,-,2,2,1,-,-,-,-,-,-,5
330150 Cordeiro,-,-,-,-,-,-,3,1,-,-,-,-,-,4
330170 Duque de Caxias,2,4,1,7,149,236,123,44,28,15,1,1,57,668
330180 Engenheiro Paulo de Frontin,-,-,-,-,-,-,1,-,1,-,-,-,-,2
330185 Guapimirim,-,-,-,-,3,13,2,-,5,1,1,-,-,25
330187 Iguaba Grande,-,-,-,-,1,3,-,2,1,-,-,-,2,9
330190 Itaboraí,-,-,-,1,21,48,18,8,9,-,2,-,7,114
330200 Itaguaí,-,-,-,-,12,17,15,6,1,-,-,-,5,56
330205 Italva,-,-,-,-,-,1,1,-,1,-,-,-,-,3
330210 Itaocara,-,-,-,-,-,3,1,-,-,-,-,-,-,4
330220 Itaperuna,-,-,-,-,5,4,8,-,3,1,1,-,-,22
330225 Itatiaia,-,-,-,-,2,8,-,1,-,-,-,-,-,11
330227 Japeri,-,-,-,1,10,22,11,1,3,-,-,-,6,54
330230 Laje do Muriaé,-,-,-,-,-,1,-,-,-,-,-,-,-,1
330240 Macaé,-,-,-,1,27,52,29,7,3,4,1,-,3,127
330250 Magé,-,-,-,1,21,39,30,14,4,3,-,-,15,127
330260 Mangaratiba,-,-,-,-,4,11,4,3,-,-,-,-,5,27
330270 Maricá,-,-,-,-,3,15,15,7,3,3,-,-,2,48
330285 Mesquita,-,-,-,-,12,19,10,4,3,1,1,-,4,54
330290 Miguel Pereira,-,-,-,-,1,1,-,1,-,-,-,-,-,3
330300 Miracema,-,-,-,-,1,2,5,2,-,-,-,-,-,10
330320 Nilópolis,-,-,-,-,9,18,9,3,2,1,-,-,6,48
330330 Niterói,-,-,-,1,29,29,30,11,10,4,1,-,10,125
330340 Nova Friburgo,-,-,-,-,1,4,1,4,2,1,1,-,1,15
330350 Nova Iguaçu,1,3,-,2,64,168,100,39,21,10,5,2,45,460
330360 Paracambi,-,1,-,-,2,4,3,-,1,-,-,-,-,11
330370 Paraíba do Sul,-,-,-,-,-,3,5,-,1,1,-,-,-,10
330380 Paraty,-,-,-,1,8,9,7,1,3,2,1,-,1,33
330385 Paty do Alferes,-,-,-,-,-,1,3,-,1,-,-,-,-,5
330390 Petrópolis,-,1,1,2,2,5,5,6,4,2,2,-,-,30
330395 Pinheiral,-,-,-,-,1,2,3,1,1,-,-,-,-,8
330400 Piraí,-,-,-,-,-,-,-,1,-,-,-,-,-,1
330411 Porto Real,-,-,-,1,4,6,1,3,-,1,1,-,-,17
330412 Quatis,-,-,-,-,-,6,1,-,-,1,-,-,-,8
330414 Queimados,-,-,-,1,26,61,19,12,3,-,-,-,6,128
330415 Quissamã,-,-,-,-,1,1,-,-,-,-,-,-,-,2
330420 Resende,-,-,-,-,8,22,14,2,4,1,-,-,-,51
330430 Rio Bonito,-,-,-,-,1,2,-,1,-,-,-,-,-,4
330440 Rio Claro,-,-,-,-,-,1,-,-,1,-,1,-,-,3
330450 Rio das Flores,-,-,-,-,-,1,-,-,-,-,-,-,-,1
330452 Rio das Ostras,-,-,-,-,11,23,17,4,6,2,1,-,1,65
330455 Rio de Janeiro,3,2,3,22,257,604,339,193,102,52,21,3,92,1.693
330460 Santa Maria Madalena,-,-,-,-,-,-,-,-,-,1,-,-,-,1
330470 Santo Antônio de Pádua,-,-,-,-,2,4,1,-,-,-,1,-,1,9
330480 São Fidélis,-,-,-,-,-,1,-,-,1,-,-,-,-,2
330475 São Francisco de Itabapoana,-,-,-,-,2,3,-,2,1,2,-,-,-,10
330490 São Gonçalo,-,-,1,5,107,160,61,43,23,8,1,-,31,440
330500 São João da Barra,-,-,-,-,3,2,3,3,1,-,1,-,1,14
330510 São João de Meriti,-,1,-,2,41,53,36,13,4,3,1,-,13,167
330513 São José de Ubá,-,-,-,-,1,-,-,-,-,-,-,-,-,1
330515 São José do Vale do Rio Preto,-,-,-,-,-,-,-,-,-,1,-,-,-,1
330520 São Pedro da Aldeia,-,-,-,-,9,25,8,3,3,-,1,-,4,53
330530 São Sebastião do Alto,-,-,-,-,-,2,-,-,-,-,-,-,-,2
330540 Sapucaia,-,-,-,-,1,-,-,1,-,-,-,-,-,2
330550 Saquarema,-,-,-,-,6,5,9,7,2,2,-,1,2,34
330555 Seropédica,-,-,-,-,1,4,4,4,1,-,1,-,4,19
330560 Silva Jardim,-,-,-,-,5,2,1,2,2,1,-,-,-,13
330575 Tanguá,-,-,-,-,1,3,1,1,-,1,-,-,-,7
330580 Teresópolis,-,1,-,-,4,8,7,1,3,-,-,-,-,24
330590 Trajano de Moraes,-,-,-,-,-,1,-,1,-,-,-,-,-,2
330600 Três Rios,-,-,-,-,-,5,5,5,1,-,1,-,-,17
330610 Valença,-,-,-,-,1,2,-,3,1,1,-,-,-,8
330615 Varre-Sai,-,-,-,-,-,-,1,-,-,-,-,-,-,1
330620 Vassouras,-,-,-,-,1,3,4,1,-,-,-,-,-,9
330630 Volta Redonda,-,-,-,-,12,35,11,4,3,1,-,1,1,68
350010 Adamantina,-,-,-,-,-,1,1,-,-,-,-,-,-,2
350020 Adolfo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350030 Aguaí,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350050 Águas de Lindóia,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350070 Agudos,-,-,-,-,-,1,1,-,-,-,-,-,-,2
350080 Alfredo Marcondes,-,-,-,-,-,-,-,-,-,1,-,-,-,1
350100 Altinópolis,-,-,-,-,-,1,-,-,-,1,-,-,-,2
350115 Alumínio,-,-,-,-,-,-,1,-,1,-,-,-,-,2
350130 Álvares Machado,-,-,-,-,-,1,1,-,-,-,-,-,-,2
350160 Americana,-,-,-,1,2,6,4,1,1,3,-,-,-,18
350170 Américo Brasiliense,-,-,-,-,-,1,1,-,-,1,1,-,-,4
350190 Amparo,-,-,-,-,-,-,1,1,1,-,-,-,-,3
350200 Analândia,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350210 Andradina,-,-,1,-,3,8,7,4,-,1,-,-,-,24
350220 Angatuba,-,-,-,-,1,-,1,-,-,-,-,-,-,2
350230 Anhembi,-,-,-,-,-,1,-,1,-,2,-,-,1,5
350250 Aparecida,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350270 Apiaí,-,-,-,-,-,2,1,1,-,-,-,-,-,4
350275 Araçariguama,-,-,-,-,1,-,2,-,-,-,-,-,-,3
350280 Araçatuba,-,-,-,-,5,8,10,6,1,2,1,-,-,33
350290 Araçoiaba da Serra,-,-,-,-,-,2,1,-,-,1,-,-,-,4
350320 Araraquara,-,-,-,-,-,5,5,2,1,-,1,-,-,14
350330 Araras,-,-,-,-,-,2,2,2,1,1,-,-,-,8
350340 Arealva,-,-,-,-,-,-,-,-,1,-,-,-,-,1
350360 Areiópolis,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350370 Ariranha,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350380 Artur Nogueira,-,-,-,-,-,-,1,1,-,-,-,-,-,2
350390 Arujá,-,-,-,-,1,2,4,2,-,1,1,-,-,11
350400 Assis,-,1,-,-,-,2,2,1,1,1,-,-,-,8
350410 Atibaia,-,-,-,-,2,3,4,3,1,1,-,-,-,14
350420 Auriflama,-,-,-,-,-,-,-,-,1,-,-,-,-,1
350440 Avanhandava,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350450 Avaré,-,-,-,-,-,-,2,1,2,-,-,-,-,5
350470 Balbinos,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350480 Bálsamo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350510 Barbosa,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350550 Barretos,-,1,-,-,-,4,8,5,-,-,1,1,-,20
350560 Barrinha,-,-,-,-,-,-,-,-,1,-,-,-,-,1
350570 Barueri,-,-,-,-,7,13,11,4,4,1,-,-,-,40
350580 Bastos,-,-,-,-,1,-,-,-,-,-,-,-,-,1
350590 Batatais,-,-,-,-,1,-,-,1,1,-,-,-,-,3
350600 Bauru,-,-,-,-,2,16,9,9,7,5,3,-,1,52
350610 Bebedouro,-,-,-,-,-,3,2,3,1,-,-,-,-,9
350630 Bernardino de Campos,-,-,-,-,-,1,-,1,-,-,-,-,-,2
350635 Bertioga,-,-,-,-,1,1,4,2,1,-,-,-,1,10
350650 Birigui,-,-,-,-,2,3,2,2,2,-,-,-,-,11
350670 Boa Esperança do Sul,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350690 Bofete,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350700 Boituva,-,-,-,-,-,-,3,1,2,1,-,-,-,7
350750 Botucatu,1,-,-,-,-,3,2,4,-,-,-,-,-,10
350760 Bragança Paulista,-,-,-,-,-,3,2,5,2,1,-,-,-,13
350775 Brejo Alegre,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350780 Brodowski,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350800 Buri,-,-,-,-,1,-,2,1,-,-,-,-,-,4
350810 Buritama,-,-,-,-,1,-,-,1,-,-,-,-,-,2
350840 Cabreúva,-,-,-,-,-,-,-,1,-,-,-,-,-,1
350850 Caçapava,-,-,-,-,2,3,1,2,2,-,1,-,2,13
350860 Cachoeira Paulista,-,-,-,1,1,-,-,2,-,-,-,-,-,4
350870 Caconde,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350880 Cafelândia,-,-,-,-,-,2,-,-,-,-,-,-,-,2
350900 Caieiras,-,-,-,-,2,2,-,-,1,1,1,-,1,8
350910 Caiuá,-,-,-,-,-,-,1,-,1,-,-,-,-,2
350920 Cajamar,-,-,-,1,1,-,4,2,2,-,-,-,-,10
350925 Cajati,-,-,-,-,-,1,1,2,-,1,-,-,-,5
350930 Cajobi,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350940 Cajuru,-,-,-,-,-,1,-,1,-,-,-,-,-,2
350950 Campinas,-,-,1,-,16,56,59,28,15,10,4,2,1,192
350960 Campo Limpo Paulista,-,-,-,-,-,3,2,1,-,1,-,-,2,9
350970 Campos do Jordão,-,-,-,-,-,1,1,1,1,-,-,-,-,4
350980 Campos Novos Paulista,-,-,-,-,-,1,-,-,-,-,-,-,-,1
350990 Cananéia,-,-,-,-,-,-,-,-,-,1,-,-,-,1
350995 Canas,-,-,-,-,-,-,-,-,-,2,-,-,-,2
351020 Capão Bonito,-,-,-,-,2,2,-,1,-,-,-,-,-,5
351030 Capela do Alto,-,-,-,-,-,1,1,-,-,-,-,-,-,2
351040 Capivari,-,-,-,-,-,2,1,-,-,-,-,-,-,3
351050 Caraguatatuba,-,-,-,-,4,3,7,10,2,2,-,-,-,28
351060 Carapicuíba,-,-,-,-,7,11,7,3,2,3,3,-,-,36
351070 Cardoso,-,-,-,-,-,1,1,-,-,1,-,1,-,4
351080 Casa Branca,-,-,-,-,-,-,2,-,1,-,-,-,-,3
351090 Cássia dos Coqueiros,-,-,1,-,-,-,-,-,-,-,-,-,-,1
351100 Castilho,-,-,-,-,-,1,2,1,1,-,-,-,-,5
351110 Catanduva,-,-,-,-,1,4,6,2,-,-,1,-,-,14
351140 Cerqueira César,-,-,-,-,-,-,-,-,1,-,-,-,-,1
351150 Cerquilho,-,-,-,-,-,-,-,2,-,1,-,-,1,4
351160 Cesário Lange,-,-,1,-,-,-,-,-,-,-,-,-,-,1
351170 Charqueada,-,-,-,-,1,-,-,-,-,-,-,-,-,1
355720 Chavantes,-,-,-,-,-,-,-,-,2,-,-,-,-,2
351210 Colômbia,-,-,-,-,-,-,1,-,-,-,-,-,2,3
351230 Conchas,-,-,-,-,-,-,-,1,-,-,-,-,-,1
351240 Cordeirópolis,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351280 Cosmópolis,-,-,-,-,-,3,3,1,1,1,-,-,-,9
351300 Cotia,-,-,-,-,11,12,13,6,4,-,-,-,1,47
351310 Cravinhos,-,-,-,-,-,-,2,-,-,-,-,-,-,2
351340 Cruzeiro,-,-,-,-,1,7,4,2,-,1,-,-,-,15
351350 Cubatão,-,-,-,-,6,2,2,1,-,2,-,-,-,13
351360 Cunha,-,-,-,-,-,3,1,1,-,-,-,-,-,5
351370 Descalvado,-,-,-,-,-,2,-,1,-,-,-,-,-,3
351380 Diadema,-,-,-,-,14,21,14,8,4,2,1,-,1,65
351390 Divinolândia,-,-,-,-,-,-,-,1,-,-,-,-,-,1
351410 Dois Córregos,-,-,-,-,1,-,-,-,-,-,-,-,-,1
351440 Dracena,-,-,-,-,-,2,2,2,-,-,-,-,-,6
351490 Elias Fausto,-,-,-,-,-,1,1,-,-,-,-,-,-,2
351492 Elisiário,-,-,-,-,-,-,-,-,1,-,-,-,-,1
351500 Embu das Artes,-,-,-,-,1,5,1,-,-,-,-,-,1,8
351510 Embu-Guaçu,-,-,-,-,-,1,2,-,1,-,-,-,-,4
351515 Engenheiro Coelho,-,-,-,-,-,1,2,1,-,-,-,-,-,4
351518 Espírito Santo do Pinhal,-,-,-,-,-,-,-,1,-,-,-,-,-,1
351519 Espírito Santo do Turvo,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351530 Estrela do Norte,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351540 Fartura,-,-,-,-,-,1,1,1,-,-,-,-,-,3
351550 Fernandópolis,-,-,-,-,-,-,-,-,1,-,-,-,-,1
351570 Ferraz de Vasconcelos,-,-,-,-,4,11,3,5,2,2,-,-,1,28
351620 Franca,-,-,-,-,1,9,10,3,3,3,1,-,-,30
351630 Francisco Morato,-,-,-,-,1,3,7,7,1,1,-,-,2,22
351640 Franco da Rocha,-,-,-,-,2,7,2,4,4,3,-,-,1,23
351670 Garça,-,-,-,-,1,-,1,-,-,-,-,-,-,2
351690 General Salgado,-,-,-,1,1,1,2,-,-,1,-,-,-,6
351720 Guaiçara,-,-,-,-,-,-,-,-,1,-,-,-,-,1
351740 Guaíra,-,-,-,-,-,1,1,1,-,-,-,-,-,3
351750 Guapiaçu,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351770 Guará,-,-,-,-,-,1,-,2,-,-,-,-,-,3
351780 Guaraçaí,-,-,-,-,1,-,-,-,-,-,-,-,-,1
351790 Guaraci,-,-,-,-,1,-,-,1,-,-,-,-,-,2
351810 Guarantã,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351820 Guararapes,-,-,-,-,2,1,1,-,-,-,-,-,-,4
351840 Guaratinguetá,-,-,-,-,8,10,4,3,1,-,1,-,-,27
351850 Guareí,-,-,-,-,-,1,-,-,-,1,-,-,-,2
351860 Guariba,-,-,-,-,3,1,1,-,-,1,-,-,-,6
351870 Guarujá,-,-,-,1,5,12,8,4,4,-,1,-,3,38
351880 Guarulhos,-,1,-,-,13,50,64,25,19,5,1,-,2,180
351907 Hortolândia,-,-,-,-,4,7,8,6,2,1,-,-,-,28
351920 Iacri,-,-,-,-,-,-,-,-,-,1,-,-,-,1
351925 Iaras,-,-,-,-,-,-,-,1,-,-,-,-,-,1
351930 Ibaté,-,-,-,-,2,2,4,-,-,-,-,-,-,8
351940 Ibirá,-,-,-,-,-,-,-,-,-,-,1,-,-,1
351960 Ibitinga,-,-,-,-,-,-,-,1,2,-,-,-,-,3
351970 Ibiúna,-,-,-,-,-,3,3,4,2,1,-,-,-,13
352000 Igaraçu do Tietê,-,-,-,-,1,-,-,-,1,-,-,-,-,2
352010 Igarapava,-,-,-,-,-,-,1,-,-,-,-,-,-,1
352020 Igaratá,-,-,-,-,-,-,-,-,-,-,-,-,1,1
352030 Iguape,-,-,-,-,-,-,-,2,2,-,1,-,-,5
352042 Ilha Comprida,-,-,-,-,-,-,1,-,-,-,-,-,-,1
352044 Ilha Solteira,1,-,-,-,3,1,-,1,3,-,-,-,-,9
352040 Ilhabela,-,-,-,-,-,1,1,-,1,-,-,-,-,3
352050 Indaiatuba,-,-,-,-,-,1,3,1,-,-,-,-,-,5
352060 Indiana,-,-,-,-,-,1,1,-,-,-,-,-,-,2
352100 Iperó,-,-,-,-,-,2,2,-,1,-,-,1,-,6
352110 Ipeúna,-,-,-,-,-,-,1,-,-,-,-,-,1,2
352120 Iporanga,-,-,-,-,-,-,-,-,1,-,-,-,-,1
352130 Ipuã,-,-,-,-,-,-,2,-,-,-,-,-,-,2
352150 Irapuã,-,-,-,-,-,-,-,1,-,-,-,-,-,1
352180 Itaí,-,-,-,-,-,1,-,2,-,-,-,-,-,3
352210 Itanhaém,-,-,-,-,-,1,3,5,3,2,-,-,2,16
352215 Itaóca,1,-,-,-,-,-,-,-,-,-,-,-,-,1
352220 Itapecerica da Serra,-,-,-,-,-,2,4,1,1,1,-,-,-,9
352230 Itapetininga,-,-,-,-,-,4,2,-,1,2,2,-,2,13
352240 Itapeva,-,-,-,-,2,1,-,-,1,-,1,-,-,5
352250 Itapevi,-,-,-,1,3,19,5,5,3,3,-,-,-,39
352260 Itapira,-,-,-,-,-,-,5,1,-,-,-,-,-,6
352270 Itápolis,-,-,-,-,-,-,2,-,-,-,-,-,-,2
352280 Itaporanga,-,-,-,-,-,-,-,1,-,-,-,-,-,1
352300 Itapura,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352310 Itaquaquecetuba,-,-,-,1,7,15,11,7,6,-,-,-,-,47
352330 Itariri,-,-,-,-,-,-,-,-,1,2,-,-,-,3
352340 Itatiba,-,-,-,-,1,1,2,1,1,1,-,-,-,7
352350 Itatinga,-,-,-,-,1,-,3,1,-,-,-,-,-,5
352390 Itu,-,-,-,-,-,3,3,3,1,2,-,-,1,13
352400 Itupeva,-,-,-,-,-,1,2,3,1,-,-,-,-,7
352410 Ituverava,-,-,-,-,1,-,-,4,-,-,-,-,-,5
352420 Jaborandi,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352430 Jaboticabal,-,-,-,-,-,4,2,-,-,1,-,-,-,7
352440 Jacareí,-,-,-,-,6,12,12,5,2,4,-,-,-,41
352460 Jacupiranga,-,-,-,-,-,-,1,-,-,-,-,-,-,1
352470 Jaguariúna,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352500 Jandira,-,-,-,-,3,6,3,4,2,2,-,-,-,20
352510 Jardinópolis,-,-,-,-,1,-,1,-,1,-,-,-,-,3
352520 Jarinu,-,-,-,-,-,1,2,-,-,-,-,-,-,3
352530 Jaú,-,-,-,-,2,2,-,4,1,-,-,1,-,10
352590 Jundiaí,-,1,-,1,2,7,5,4,4,-,-,-,1,25
352600 Junqueirópolis,-,-,-,-,-,-,-,1,-,1,-,-,-,2
352610 Juquiá,-,-,-,-,-,2,-,-,1,1,-,-,-,4
352620 Juquitiba,-,-,-,-,1,1,-,1,-,1,-,-,-,4
352640 Laranjal Paulista,-,-,-,-,1,-,1,-,-,-,-,-,1,3
352650 Lavínia,-,-,-,-,-,-,-,-,1,-,-,-,-,1
352660 Lavrinhas,-,-,-,-,-,-,-,-,-,-,-,1,-,1
352670 Leme,-,-,-,-,-,5,1,1,-,-,-,-,-,7
352680 Lençóis Paulista,-,-,-,-,1,2,2,-,-,-,-,-,-,5
352690 Limeira,-,-,1,-,4,9,8,3,2,1,-,-,2,30
352710 Lins,-,-,-,-,2,3,1,1,1,1,-,1,-,10
352720 Lorena,-,-,-,-,5,15,4,4,2,2,-,-,1,33
352730 Louveira,-,-,-,-,-,-,1,1,1,-,-,-,-,3
352740 Lucélia,-,-,-,-,-,-,-,-,-,-,-,1,-,1
352770 Luiziânia,-,-,-,-,-,1,-,-,1,-,-,-,-,2
352800 Macatuba,-,-,-,-,1,-,-,-,-,1,-,-,-,2
352840 Mairinque,-,-,-,-,-,-,1,1,1,-,-,-,-,3
352850 Mairiporã,-,-,-,1,3,8,4,6,1,-,-,-,-,23
352860 Manduri,-,-,-,-,-,-,-,-,1,-,-,-,-,1
352900 Marília,-,-,-,-,1,10,3,5,1,1,2,-,-,23
